Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control,P VALUE of127C Sample,Minus_log10_pvalue127C Sample,P VALUE of127N Sample,Minus_log10_pvalue127N Sample,P VALUE of128C Sample,Minus_log10_pvalue128C Sample,P VALUE of128N Sample,Minus_log10_pvalue128N Sample,P VALUE of129C Sample,Minus_log10_pvalue129C Sample,P VALUE of129N Sample,Minus_log10_pvalue129N Sample,P VALUE of130C Sample,Minus_log10_pvalue130C Sample,P VALUE of130N Sample,Minus_log10_pvalue130N Sample,FOLDCHANGE_127C Sample,FOLDCHANGE_127N Sample,FOLDCHANGE_128C Sample,FOLDCHANGE_128N Sample,FOLDCHANGE_129C Sample,FOLDCHANGE_129N Sample,FOLDCHANGE_130C Sample,FOLDCHANGE_130N Sample,LOG2 foldchange of127C Sample,LOG2 foldchange of127N Sample,LOG2 foldchange of128C Sample,LOG2 foldchange of128N Sample,LOG2 foldchange of129C Sample,LOG2 foldchange of129N Sample,LOG2 foldchange of130C Sample,LOG2 foldchange of130N Sample,LOG2FC-Expression_127C Sample,LOG2FC-Expression_127N Sample,LOG2FC-Expression_128C Sample,LOG2FC-Expression_128N Sample,LOG2FC-Expression_129C Sample,LOG2FC-Expression_129N Sample,LOG2FC-Expression_130C Sample,LOG2FC-Expression_130N Sample,adjusted P Value of127C Sample,adjusted P Value of127N Sample,adjusted P Value of128C Sample,adjusted P Value of128N Sample,adjusted P Value of129C Sample,adjusted P Value of129N Sample,adjusted P Value of130C Sample,adjusted P Value of130N Sample
NP_003267.1,0.0,752.3,288.4,0.0,706.5,294.1,0.0,593.7,250.7,0.0,743.0,304.1,0.0,772.4,321.8,0.0,835.6,317.5,0.0,536.2,211.7,0.0,452.4,213.2,0.0,384.0,174.9,0.0,338.83703703703696,760.5,0.0,293.92962962962963,580.9777777777779,0.0,296.2,676.9074074074074,0.0,302.8814814814814,582.9037037037037,0.0,245.45925925925928,567.2740740740741,0.0,317.26666666666654,650.925925925926,0.0,244.1148148148148,497.69629629629634,0.0,262.5703703703704,430.6037037037037,0.0,598.948148148148,275.79999999999995,0.8030310460922094,0.09526766407886454,0.9998348109568248,7.174661596244826e-05,0.9063310552420751,0.04271313874345997,0.9885720793932848,0.004991659641641384,0.9351377539229433,0.029124409061225074,0.9088819868002938,0.041492503806308666,0.853748995994059,0.0686697940389573,0.7923313954885249,0.10109313516607565,1.2567469155143067,1.0001820629853253,1.1124429465412269,1.0126173882853056,0.9291055203190761,1.1068243981336428,0.8480282155287027,0.7924270266150681,0.32969414817179254,0.0002626374585037825,0.15373134699793692,0.018089162990220464,-0.10608563929560028,0.1464263512636653,-0.23781582806334806,-0.33565000908373316,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001035809.1,3552.3,5350.9,11399.1,3178.7,5095.3,11723.6,2140.8,3751.4,8091.6,3554.3,5484.9,12159.1,3540.9,5657.5,13195.9,3692.1,6858.7,14998.4,2633.1,4391.4,10417.1,3096.7,4534.3,10852.2,2219.3,3439.6,8168.4,3454.744444444445,10209.6,5122.707407407406,3282.3037037037043,10022.78148148148,4170.696296296295,3833.0296296296297,11160.611111111111,5023.151851851852,3511.9333333333334,10367.64444444444,4327.237037037037,3358.2000000000003,10367.64444444444,4741.196296296295,3754.155555555556,11898.42962962963,5316.403703703703,3545.311111111112,9229.444444444443,4756.055555555557,3925.122222222222,11015.837037037036,4569.633333333333,3545.311111111112,4170.696296296295,9435.633333333337,0.8531084583415051,0.06899575210921981,0.9713128003960796,0.012640887898868218,0.7621492605607627,0.11795996738747876,0.908087785481587,0.041872165898064764,0.8850403720769058,0.05303691803628167,0.7055943930240377,0.15144487896523284,0.9627871319132925,0.016469722900950546,0.8024678460784983,0.09557236023205203,1.095350126313366,1.0188985267147528,1.167048266411398,1.061520299429295,1.0766923712945715,1.2225646050923102,1.0221069445251214,1.1375350549553294,0.13139209791433473,0.027010378986561893,0.22286422880224563,0.08613196013255885,0.10660610707408488,0.28991070483687814,0.03154615543801539,0.18591100494293925,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001135887.1,3154.7,2624.9,4841.1,3050.4,2519.5,4403.2,2315.7,1897.6,3542.5,3136.2,2679.3,4472.4,3222.1,2778.4,4952.2,3172.5,2670.2,4093.5,2667.0,2362.6,4270.4,2732.5,2370.0,3856.0,2484.2,2235.1,3950.6,3713.637037037037,4426.388888888889,2586.703703703704,3133.814814814815,3754.155555555556,2115.214814814816,3414.140740740741,4161.155555555555,2437.662962962964,3095.2259259259267,3722.762962962963,2207.9,3394.977777777778,4232.681481481482,2510.4111111111115,3192.0925925925926,3407.1,2162.659259259259,4161.155555555555,4569.633333333333,3032.9925925925927,3429.688888888888,3860.411111111112,2390.9185185185183,3089.903703703703,2136.32962962963,3969.414814814815,0.5350893873758767,0.27157366246211406,0.9326762531449777,0.0302690806611715,0.7270926562365787,0.13841024178446198,0.9385236874862817,0.02755476170565078,0.6877158999596512,0.1625909346736621,0.8368159843454596,0.07737003277086238,0.2902666966939483,0.5372027894240484,0.8255005732416114,0.08328262081962222,1.166500659530978,0.9790702123589058,1.088880207022243,0.9815391741262474,1.1024856765982298,0.952825914029382,1.279277033218209,1.0527826165758762,0.2221871230116126,-0.030515770921706268,0.12284524492604368,-0.026882246768158202,0.14075991253115294,-0.06971544413991171,0.3553287201783413,0.0742075727697335,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_055706.1,8685.6,6306.4,5725.8,8136.9,6626.6,5972.7,3725.8,3274.8,3442.6,8213.0,5872.7,5800.2,5779.3,4857.2,4653.8,6647.6,6088.4,5667.4,5111.1,4053.3,4192.7,5099.4,4158.7,4235.0,3423.2,3192.6,3401.4,6482.7962962962965,4302.874074074074,4556.540740740741,8740.355555555556,5056.551851851852,5273.429629629628,6626.755555555556,3933.651851851852,4320.081481481481,8439.825925925927,4809.259259259259,4544.803703703705,6957.603703703702,4129.248148148147,4380.296296296296,7366.840740740739,4741.196296296295,4696.470370370372,5745.437037037039,3951.337037037037,4415.037037037036,6678.307407407407,4260.103703703704,4209.662962962962,8860.355555555554,4717.988888888888,4630.633333333333,0.5836906071608827,0.2338172953672769,0.8834969942280613,0.053794923681141735,0.5408398134265398,0.26693134569989896,0.944840469651089,0.024641513182705573,0.616368851471504,0.21015931670224347,0.7932886863392099,0.10056873945577163,0.4382474407786799,0.35828061136409917,0.5697560626530106,0.2443110448878419,0.8425630092115732,1.047304097449691,0.8172061644805249,0.9772041630258089,0.8494242970093708,0.9228693456870277,0.7749919453651678,0.8319013982520628,-0.24714351580000038,0.06668040710408954,-0.2912280080067024,-0.033268085187333804,-0.2354427186324797,-0.1158016806801429,-0.3677467786193449,-0.2655155529184917,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_055635.3,4476.4,5839.2,4449.5,4295.0,5315.3,4329.2,3039.9,3385.8,3645.5,4443.7,5702.6,4463.1,4386.6,5290.0,5046.3,4669.3,5055.3,4298.4,3545.9,4329.3,4328.6,3907.6,5004.2,4214.5,3442.0,3577.5,4610.8,5295.281481481481,4569.633333333333,4686.233333333334,4339.599999999999,3671.166666666666,4339.599999999999,4953.385185185186,4224.114814814815,4729.237037037036,4393.251851851852,3678.3333333333326,4426.388888888889,4580.048148148148,4327.237037037037,4661.214814814815,4741.196296296295,3623.177777777778,3895.970370370371,5797.711111111112,5259.407407407408,4911.799999999999,4911.799999999999,4224.114814814815,4981.851851851852,4402.655555555557,4468.75925925926,3688.288888888888,0.12035448924198366,0.9195377058321602,0.8452018052584712,0.07303958401329361,0.24675100341373743,0.6077410725948477,0.9558467272700761,0.019611742491190964,0.3114246663131956,0.506646992219214,0.8244592341278583,0.08383081343488508,0.03403696372252129,1.4680491882280946,0.20960724219646246,0.6785937160030832,1.1585582344476162,0.9833326452617422,1.107250406945198,0.9950851046262001,1.0803200712448984,0.9761651017952769,1.271440703956215,1.1240525254193305,0.21233056249127272,-0.024248555749544605,0.14698152745372037,-0.0071081775007774016,0.11145880941316273,-0.0348029190283816,0.3464641807829667,0.16870945227721704,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001143.2,9209.5,9861.2,8399.4,9014.9,9761.0,8236.9,5749.2,6502.3,5753.9,9516.9,10439.9,8557.3,9442.0,10331.3,9299.7,8197.4,11927.2,7859.4,8004.9,8409.7,7620.0,8387.3,9396.9,7642.4,6499.0,7072.5,6483.8,9648.607407407408,7012.133333333333,8812.366666666665,9648.607407407408,6814.37037037037,7747.551851851852,10629.074074074077,7629.770370370369,9097.14814814815,9613.32222222222,6864.822222222221,7983.577777777778,10692.192592592592,7165.425925925926,8677.47777777778,8405.751851851852,6283.100000000001,9354.951851851853,10750.25925925926,7441.133333333333,9564.87037037037,10750.25925925926,7304.507407407406,9384.155555555555,9229.444444444443,7597.540740740741,6650.9740740740735,0.5722862027975999,0.24238672433640984,0.8386950761809684,0.07639590663523235,0.3240936668827665,0.4893294554372154,0.7799714551998497,0.10792129099674365,0.4706595780181114,0.3272930989050138,0.880973566727081,0.055037122231299966,0.3131486634893342,0.5042494375167076,0.3557748060016392,0.44882480948949754,1.084979623915196,1.0312024721689326,1.1651776157590832,1.0419015533718068,1.1302130650827908,1.0241010915044197,1.1822263875858983,1.1687098490641104,0.11766794888861841,0.04432762748324894,0.22054989122567467,0.059218967470519676,0.17659477172230906,0.03435813429645536,0.24150632737159544,0.22491680217580576,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_004270.2,648.4,436.3,1518.9,606.7,388.2,1510.7,510.0,369.5,1183.2,653.3,499.1,1513.9,677.8,457.0,1739.7,676.5,551.3,1594.5,545.4,419.0,1437.6,555.1,462.4,1512.5,503.7,402.4,1546.3,738.2555555555556,1441.9925925925927,458.5814814814816,579.7851851851851,1300.5111111111112,307.037037037037,652.1444444444444,1469.5925925925926,371.5555555555556,603.7666666666665,1290.037037037037,378.0555555555556,639.3518518518518,1455.2074074074078,430.6037037037037,625.8,1386.425925925926,411.5962962962964,744.9037037037037,1804.7962962962963,518.1851851851851,608.9962962962964,1533.474074074074,444.0777777777778,591.7222222222222,325.6592592592592,1267.3296296296296,0.7276738288516841,0.13806324441301013,0.9983931360585122,0.0006984134210255354,0.8239742012856436,0.08408638589352291,0.9445024297557723,0.024796920507455224,0.8004571203539869,0.09666192782017377,0.8544824791451695,0.06829683790355172,0.5804714430669897,0.23621914099601787,0.7764283058503537,0.1098986401428578,1.2078620446469746,1.001200260395476,1.1412458974150328,1.0398900100360757,1.1558338080125863,1.109447473350151,1.4042521089321076,1.183931429191418,0.27245568738720205,0.0017305713598302994,0.19060967397543335,0.05643094147486519,0.20893397431562113,0.1498413649381517,0.4898019695845729,0.24358552553590807,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_004102.1,2446.7,4081.0,7555.5,2029.6,3667.1,7268.1,1321.1,2631.7,5226.2,2311.6,3852.1,7724.0,1954.4,3677.3,7375.7,2024.8,3841.6,8099.1,1681.3,3188.9,6474.1,1468.3,2895.4,6187.0,1109.1,2153.7,4895.4,2056.048148148148,6368.070370370369,3568.062962962963,2021.4296296296293,5887.188888888889,3032.9925925925927,2006.3,6074.414814814815,3261.703703703704,2225.314814814814,6118.425925925926,3019.2259259259263,2080.425925925926,6283.100000000001,3372.966666666668,1966.722222222222,6482.7962962962965,3059.3111111111098,1685.1999999999998,5541.785185185186,2898.0074074074078,1750.6037037037038,5989.725925925926,2892.8518518518517,2346.918518518519,3206.1925925925925,5931.707407407408,0.9239704600949852,0.03434191322017198,0.9144938872984938,0.03881919310873002,0.9780007579931027,0.009660808615165167,0.9810410480696546,0.00831282077786304,0.96186065365515,0.016887840365569864,0.9965554505358691,0.0014985311915415038,0.787144687706488,0.1039454311771152,0.8730682970788487,0.05895178162741541,1.0441768376352547,0.9527021339926686,0.987601023057492,0.989390180466903,1.02191363090921,1.002090682675777,0.8815979613667123,0.9258467135842131,0.06236606169219911,-0.06990287443836789,-0.01799976391577472,-0.01538851382826622,0.03127326914793108,0.0030130689392528377,-0.1818072071052597,-0.11115473926113377,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_009035.3,2220.2,2749.4,13449.0,1931.4,2552.1,13135.9,1710.6,1936.8,7986.6,1909.8,2515.0,12251.7,2176.0,2679.9,12831.3,2009.1,2778.7,13056.3,1831.2,2350.2,9891.3,1450.8,1973.5,10354.2,1671.8,2013.9,8566.3,2644.1185185185186,9932.2037037037,2666.3222222222216,1909.155555555556,11385.781481481485,2162.659259259259,2251.0444444444443,10823.492592592596,2346.918518518519,1788.2814814814813,10429.929629629629,2032.6185185185184,2265.7444444444445,9509.92962962963,2502.474074074073,1947.8,10119.192592592592,2246.244444444444,2649.3370370370367,9703.36296296296,2700.3,1717.251851851852,10309.329629629632,1986.4148148148147,2118.177777777778,2235.744444444445,11312.0,0.9729093394453121,0.01192762757653438,0.9880501915929443,0.005220993288696015,0.9853319507008795,0.0064174344049255415,0.9153010375933996,0.03843604531756288,0.9107701247534042,0.040591223629510315,0.9168727641789415,0.03769092785115024,0.9603012085107286,0.01759252458907359,0.9008387106495734,0.045352959681585064,0.9729809856213023,0.9867019685805403,0.9843950031668173,0.9096706486525717,0.911414466739436,0.913654289482786,0.960875445854519,0.8944890761948736,-0.03951648332177098,-0.019313707652412648,-0.022690760257430578,-0.13658379085214645,-0.1338208244714813,-0.13027971647146405,-0.05757866211306213,-0.16086423118560045,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001278798.1,2183.7,1074.9,1901.0,1957.7,1053.1,1778.7,1380.3,664.4,1032.2,2053.6,1066.0,1888.5,2040.8,995.8,1575.8,1649.4,943.8,1741.6,1608.1,758.1,1334.5,1725.0,894.4,1611.1,1382.8,688.3,1043.4,2122.103703703704,1258.9296296296295,850.0777777777777,1926.288888888888,1503.4925925925927,884.0851851851852,2105.581481481481,1319.6888888888889,878.4259259259258,1944.0407407407408,1607.9296296296295,857.3592592592591,1966.722222222222,1334.4370370370375,811.5111111111112,1602.948148148148,1482.6888888888889,732.2333333333333,2132.9592592592594,1235.777777777778,936.5148148148148,2037.7925925925929,1653.0666666666666,893.4444444444445,2074.029629629629,881.1666666666666,1556.5185185185185,0.8633942660484057,0.06379083989541699,0.8928590141032657,0.049217112478646095,0.8960138691391311,0.047685267967365046,0.9458058839385999,0.02419798852939227,0.7956146442052707,0.09929723178313503,0.6282483952363007,0.20186861207228968,0.8968745491162067,0.04726829991778001,0.9623696799648319,0.016658068161346063,0.9378055317720208,0.9561479046728557,0.9538936907458198,0.9773068136201807,0.9115537083296736,0.8462126989573646,0.9542384721913243,1.0160889798820028,-0.09263930587285558,-0.0646942917091328,-0.06809960473619575,-0.03311654497563877,-0.13360043318340595,-0.24090775877316772,-0.06757824201646921,0.023026745824214545,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001093869.1,19.9,2014.1,651.6,19.8,1974.9,646.2,14.9,1704.3,646.1,23.1,2006.9,643.3,23.1,2638.9,910.1,26.6,2082.7,757.3,17.3,1744.1,603.0,10.6,1596.7,491.2,7.0,1407.6,513.8,29.57407407407407,822.4185185185185,2315.4481481481484,31.674074074074067,608.9962962962964,1675.7148148148146,31.674074074074067,805.8814814814813,2318.4666666666662,33.237037037037034,606.9037037037037,1656.0777777777778,29.57407407407407,656.1555555555557,1905.8333333333337,35.45555555555556,713.1518518518519,1688.3444444444442,21.31851851851852,656.1555555555557,1956.8259259259253,22.50740740740741,536.7592592592594,1631.0407407407404,29.244444444444444,1646.9000000000003,598.948148148148,0.7372765530986937,0.13236957732946797,0.9847195516487142,0.006687439059451232,0.74082444480124,0.13028469578193058,0.9921284973059552,0.0034320757723598,0.8918028746268027,0.049731132084476284,0.9400617589297818,0.02684361376056783,0.8796941973735755,0.055668272706889906,0.9683923845850048,0.013948634498493722,1.3922249806682672,1.0181498514508973,1.3872060559195794,1.0092857433559888,1.1391021936429124,1.071144031581946,1.157886939888486,0.9627333034878512,0.47739236655114314,0.02594991311779725,0.47218210184573817,0.01333468005529513,0.18789718308480344,0.0991524853896374,0.21149439043827192,-0.05479189705118578,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_002148.1,5438.5,7611.9,16420.3,5400.9,6807.2,15277.6,2910.4,3408.5,9010.7,5560.7,8432.9,17306.8,4136.6,4815.4,11656.1,4872.5,6527.5,13642.0,3649.4,4758.6,11359.8,4255.7,5649.6,12136.4,3201.6,3437.9,9499.0,4939.881481481482,11474.474074074076,4707.292592592591,5650.722222222223,13519.388888888889,5440.533333333334,4620.470370370371,9876.874074074074,4271.740740740741,5595.396296296297,14685.507407407407,6577.1407407407405,4707.292592592591,11234.433333333334,4966.622222222221,5037.244444444445,10546.08888888889,5023.151851851852,5558.118518518519,11015.837037037036,4729.237037037036,5541.785185185186,12969.140740740742,5701.940740740742,5351.625925925926,5874.203703703704,13519.388888888889,0.7442679965599636,0.12827065522045064,0.9910204796025894,0.003917370654486838,0.5716812747894255,0.2428460327093028,0.8657780749590959,0.06259341649565747,0.72626310039966,0.13890602068771335,0.6926264357479793,0.1595009365804194,0.7465752751482655,0.12692639700344438,0.9630748243576917,0.01633996983987535,0.8535648263660065,0.9945616130254269,0.7584934103992256,1.08538319935808,0.8449449792694704,0.8327461392092361,0.8609013727904635,0.9784866780847599,-0.2284273679668972,-0.007867346198526233,-0.39879144813378115,0.1182044824953872,-0.24307069517239727,-0.26405133461769764,-0.21608012687765996,-0.03137588592785977,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_024304471.1,1378.7,2088.8,2309.3,1098.2,2042.7,2156.4,608.0,1253.3,1933.6,1328.9,2060.0,2216.8,962.7,2019.7,2748.6,1163.5,2372.8,2239.5,908.9,1680.5,2415.7,986.3,2028.2,2112.0,548.3,1439.2,2130.8,863.9851851851853,2413.5851851851858,1699.9370370370368,1048.874074074074,1830.362962962963,1710.1592592592588,906.6592592592592,2343.203703703704,1825.1592592592583,1222.7407407407406,1893.3592592592595,1688.3444444444442,1072.0777777777776,2421.6,1846.996296296296,1120.0296296296297,1905.8333333333337,1921.6037037037036,796.2333333333335,2428.4111111111115,1989.974074074073,1138.325925925926,2136.32962962963,2052.7222222222226,1283.6629629629626,1688.3444444444442,1909.155555555556,0.951757284224689,0.02147379065073046,0.7663755254897056,0.11555837307681022,0.8975915294376385,0.04692125450129412,0.9291274307048134,0.03192471802291668,0.7474927810348084,0.12639299721341463,0.9489271510155342,0.022767127010382145,0.8469146444111425,0.07216035747234514,0.7119886891081519,0.14752690565658985,1.01973801021918,0.9402259935018522,1.03971579329152,0.9842827377203673,1.0941396783098138,1.0135835873964465,1.0683147762297087,1.0914156765919478,0.028198544444463965,-0.0889205290357381,0.05618922101650119,-0.02285530196953332,0.12979692491448466,0.019465068725671886,0.09533679608489382,0.12620067117891387,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001352825.1,4415.3,1566.3,3094.4,4158.6,1390.5,2838.1,2509.5,860.0,977.4,3913.6,1362.5,2892.0,3373.7,1198.6,1607.8,3038.2,906.1,1735.1,3126.8,1180.7,1608.5,2578.1,909.4,1392.0,1937.1,778.3,752.0,4065.4074074074074,1222.7407407407406,1145.977777777778,4209.662962962962,2413.5851851851858,1200.0925925925924,3592.3296296296294,1350.8037037037034,1070.8185185185184,3848.77037037037,2479.903703703704,1121.8962962962964,3912.9925925925927,1615.5666666666666,1271.5074074074075,3107.6370370370373,1473.840740740741,698.4074074074074,3075.181481481481,930.311111111111,1058.9925925925927,3199.396296296296,1430.0703703703705,911.666666666667,4327.237037037037,1311.811111111111,2606.0444444444443,0.6663486332717843,0.1762984887117631,0.914904544697098,0.038624215085306626,0.5639436167076584,0.2487643147698528,0.8329392062179615,0.0793866953129805,0.709665634070735,0.1489462251992,0.43138606071820923,0.3651338922677092,0.39838345249407614,0.3996987090027596,0.466278693301105,0.3313544292660141,0.7803582377845407,0.9488481363774186,0.729397733781037,0.9036369557649333,0.824741091782991,0.6403669972037239,0.6142423663907824,0.6720522869945085,-0.3577915231850488,-0.07575089323341017,-0.455222377620711,-0.1461848214908442,-0.2779868048918329,-0.6430291377474714,-0.7031200715446839,-0.5733546129947258,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_817092.1,1512.4,2892.8,2645.4,1491.7,2910.6,2497.1,1107.5,1860.5,1875.3,1408.8,3022.6,2490.8,1467.5,2764.5,2742.3,1392.7,3130.5,2502.6,1183.4,1963.4,2156.1,1047.6,2152.6,1790.6,894.7,1465.6,1742.0,1710.1592592592588,2312.392592592593,2506.3037037037043,1452.155555555556,2125.9888888888886,2448.581481481482,1496.3037037037036,2339.051851851852,2417.2740740740737,1322.2666666666669,2115.214814814816,2445.5592592592598,1424.9814814814818,2150.788888888889,2102.459259259259,1354.877777777778,2115.214814814816,2506.3037037037043,1342.6962962962964,1999.5703703703705,2032.6185185185184,1208.9925925925925,1822.2814814814813,2169.7666666666664,1395.0851851851853,2339.051851851852,2216.162962962963,0.6405535323673552,0.19344456952547257,0.9542265970349723,0.020348482574260026,0.8213334478497071,0.08548049067472702,0.9623474526758016,0.016668098922552756,0.8226628937500149,0.08477809112584889,0.9855027481039624,0.006342160339664777,0.635053636122062,0.1971895929944438,0.5738623434640305,0.24119227248659902,1.0972313254046948,1.0128440458339791,1.05080914065335,0.988696492738306,0.9542761927347578,1.0043857110223515,0.9032965035687587,0.8740804229603112,0.13386771610750642,0.01841205012824049,0.07150065518249116,-0.01640038039665718,-0.06752121416967465,0.006313409245915469,-0.14672847039872833,-0.19416206863041097,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_000967.1,5862.9,5413.4,2092.8,5620.9,5568.8,2271.3,3772.7,3995.3,1623.7,6384.9,5383.3,1961.6,5355.1,6217.1,2631.0,6569.9,7564.3,2461.4,4666.5,4810.9,2014.8,4818.6,5273.2,1819.5,3538.8,4212.0,1555.7,6595.281481481482,1999.5703703703705,5387.585185185186,5874.203703703704,1936.955555555556,4506.688888888889,6118.425925925926,2231.1703703703706,5440.533333333334,6482.7962962962965,1663.485185185185,4241.214814814815,6328.970370370369,2014.2148148148144,5075.533333333332,7230.262962962963,2076.7592592592587,5949.203703703704,5949.203703703704,1822.2814814814813,5735.103703703703,6179.062962962963,1860.4962962962964,5295.281481481481,5887.188888888889,4218.055555555556,1731.655555555556,0.7162101420251843,0.14495953337384157,0.9281571281455205,0.03237849564531418,0.7214326872915409,0.14180418418463733,0.9255529462806902,0.03359873237316851,0.7795405381502657,0.10816129543704703,0.5945617498822804,0.2258030338283443,0.7733335237295449,0.11163316290460688,0.7938522867706526,0.10026029985045719,1.1812583562450503,1.0406312588725215,1.1650119228539253,1.0465152443879981,1.1336345258064624,1.2888700526257655,1.1410579534243668,1.1265483987142528,0.24032453502315276,0.05745894929351555,0.2203447196471198,0.06559332721023135,0.18095560254574986,0.36610681460498873,0.19037206681912772,0.1719092958947935,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001265393.1,1763.0,2537.6,4306.4,1807.5,2471.2,4157.9,1043.0,1898.6,3299.7,1793.6,2574.8,4574.9,1932.6,2883.8,5129.3,2347.6,2548.3,5267.8,1344.6,2168.8,4568.6,1518.9,2178.0,4888.4,943.4,1799.7,4151.1,1596.3222222222228,4085.4407407407407,2591.962962962963,1769.1074074074074,3554.344444444446,2086.207407407407,1997.4333333333336,4320.081481481481,2539.962962962963,1675.7148148148146,3817.500000000001,2102.459259259259,1620.722222222222,4580.048148148148,2356.933333333333,2318.4666666666662,4327.237037037037,2083.3481481481485,1417.074074074074,4809.259259259259,2437.662962962964,1804.7962962962963,4852.481481481482,2191.237037037037,1631.0407407407404,2067.8259259259253,3568.062962962963,0.7375347747217472,0.132217497907469,0.9556645837609246,0.019694508332776042,0.5940616845553,0.22616845759270854,0.9068591357342347,0.04246016754234546,0.710023554754107,0.14872724349212724,0.6262080109798118,0.20328138082310726,0.7140493991728767,0.1462717419408162,0.6680095752405917,0.17521731230836457,1.1385449354279231,1.0196409813916014,1.2188748521332817,1.0452384240937256,1.1776230319901777,1.2012021991049253,1.1922499236775836,1.2176414614965514,0.18719123204520638,0.028061264410637672,0.28555000497751526,0.06383206577377136,0.23587779306078238,0.26447902122886746,0.25368669037749997,0.2840893895101561,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
