Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control,P VALUE of127C Sample,Minus_log10_pvalue127C Sample,P VALUE of127N Sample,Minus_log10_pvalue127N Sample,P VALUE of128C Sample,Minus_log10_pvalue128C Sample,P VALUE of128N Sample,Minus_log10_pvalue128N Sample,P VALUE of129C Sample,Minus_log10_pvalue129C Sample,P VALUE of129N Sample,Minus_log10_pvalue129N Sample,P VALUE of130C Sample,Minus_log10_pvalue130C Sample,P VALUE of130N Sample,Minus_log10_pvalue130N Sample,FOLDCHANGE_127C Sample,FOLDCHANGE_127N Sample,FOLDCHANGE_128C Sample,FOLDCHANGE_128N Sample,FOLDCHANGE_129C Sample,FOLDCHANGE_129N Sample,FOLDCHANGE_130C Sample,FOLDCHANGE_130N Sample,LOG2 foldchange of127C Sample,LOG2 foldchange of127N Sample,LOG2 foldchange of128C Sample,LOG2 foldchange of128N Sample,LOG2 foldchange of129C Sample,LOG2 foldchange of129N Sample,LOG2 foldchange of130C Sample,LOG2 foldchange of130N Sample,LOG2FC-Expression_127C Sample,LOG2FC-Expression_127N Sample,LOG2FC-Expression_128C Sample,LOG2FC-Expression_128N Sample,LOG2FC-Expression_129C Sample,LOG2FC-Expression_129N Sample,LOG2FC-Expression_130C Sample,LOG2FC-Expression_130N Sample,adjusted P Value of127C Sample,adjusted P Value of127N Sample,adjusted P Value of128C Sample,adjusted P Value of128N Sample,adjusted P Value of129C Sample,adjusted P Value of129N Sample,adjusted P Value of130C Sample,adjusted P Value of130N Sample
NP_150597.1,235.6,253.5,0.0,229.8,207.2,0.0,178.2,161.9,0.0,202.5,212.6,0.0,220.4,214.6,0.0,216.3,164.2,0.0,186.2,192.6,0.0,184.6,159.7,0.0,197.3,219.8,0.0,260.8111111111111,0.0,170.32592592592593,224.36666666666667,0.0,146.04074074074077,224.36666666666667,0.0,150.6148148148148,196.06296296296296,0.0,142.91111111111115,222.937037037037,0.0,168.55555555555551,221.8407407407408,0.0,101.75555555555552,292.5592592592592,0.0,265.4777777777778,215.8555555555556,0.0,126.19629629629628,219.8740740740741,172.63703703703706,0.0,0.9053245839365791,0.04319568627587992,0.9411296839516601,0.02635052838569547,0.9533867022383837,0.020730909871497324,0.8507601508931324,0.07019286039192532,0.9973113998281722,0.0011692167020442067,0.8163249085522171,0.0881369516547649,0.6583178608003828,0.1815643619186727,0.8632371438320773,0.06386988086656316,1.0984072165921226,0.9436864254845346,0.9553397875030666,0.8636037668195286,0.9974051218177354,0.8244258242276699,1.4217101662609217,0.871445016890298,0.13541300920969218,-0.0836205441478009,-0.06591414440035741,-0.2115585588451446,-0.003748483420253654,-0.2785383984749203,0.5076273831592186,-0.19851845332708948,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_689968.1,114.7,69.1,0.0,84.5,60.8,0.0,69.0,25.7,0.0,104.2,62.1,0.0,76.1,38.2,0.0,66.7,34.8,0.0,62.6,44.1,0.0,70.9,37.8,0.0,59.8,36.5,0.0,101.75555555555552,0.0,9.914814814814816,89.91851851851851,0.0,23.99259259259259,82.50370370370372,0.0,11.17777777777778,106.45925925925924,0.0,27.096296296296305,81.62222222222223,0.0,16.07777777777778,77.71111111111111,0.0,9.914814814814816,95.14074074074072,0.0,16.766666666666666,92.7259259259259,0.0,14.42962962962963,114.25185185185184,29.92592592592592,0.0,0.8293965261240805,0.0812377879836987,0.8285948827746195,0.08165775313959317,0.7160219478852148,0.14507366526288587,0.9433423792240972,0.02533065464243229,0.7346237805679972,0.13393501718008616,0.6793026407325309,0.16793669712230527,0.8232852062925057,0.08444968840635343,0.7966242397912657,0.09874648295377352,0.7745324702013973,0.7900739827373614,0.6497636662556517,0.9263255240443897,0.6776356350184959,0.6077630497328402,0.7761765310316482,0.7432182490752158,-0.3686023734753571,-0.3399403409256953,-0.6220130221623184,-0.11040882861872509,-0.561418350806575,-0.7184191291216674,-0.36554328335139546,-0.42814216861474674,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001135890.1,60.2,706.1,0.0,49.1,667.9,0.0,41.9,327.8,0.0,50.4,726.9,0.0,48.9,445.5,0.0,39.8,830.3,0.0,46.2,472.4,0.0,33.0,456.0,0.0,27.9,275.9,0.0,64.13703703703703,0.0,394.97777777777776,60.60740740740741,0.0,553.3222222222223,55.6888888888889,0.0,362.3777777777777,59.88148148148147,0.0,573.962962962963,63.85925925925927,0.0,486.5259259259259,52.73703703703703,0.0,640.8333333333334,52.23333333333333,0.0,359.5703703703704,52.73703703703703,0.0,437.4222222222223,66.68148148148147,557.0851851851853,0.0,0.8117330794443082,0.09058675546519697,0.9900876700601136,0.0043263478897489745,0.7616418353681119,0.11824920909506112,0.9900447189021558,0.004345188499598393,0.9214386271595421,0.03553358586387323,0.9356199820444557,0.0289005115326424,0.7544738215527003,0.12235582461264068,0.8521527321868113,0.06948255922235737,0.7360361483698201,0.9842296205252439,0.6702292523913854,1.0161563262616007,0.882357481726904,1.1119067552562982,0.6601886982905526,0.7858054709441447,-0.4421514729077546,-0.022933159661092287,-0.577273440038494,0.02312236448561296,-0.1805648216140505,0.15303580841235156,-0.5990496534788883,-0.3477558827073186,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001287829.1,471.3,0.0,244.5,368.2,0.0,192.6,293.9,0.0,205.9,384.6,0.0,178.6,398.7,0.0,253.3,309.1,0.0,155.8,335.0,0.0,163.3,289.0,0.0,126.6,268.4,0.0,159.9,411.5962962962964,275.79999999999995,0.0,360.20000000000005,205.70370370370367,0.0,378.8925925925926,243.53703703703707,0.0,357.5518518518519,194.3703703703704,0.0,382.31111111111096,198.4296296296297,0.0,298.5814814814815,169.09259259259258,0.0,394.97777777777776,221.8407407407408,0.0,327.0666666666667,167.3925925925926,0.0,422.074074074074,0.0,237.76296296296292,0.9599689486436467,0.017742814513367858,0.8551931461836333,0.06793578837289353,0.9434096941262464,0.025299665419228484,0.8334404778521005,0.07912541090908523,0.8806178083877372,0.05521253622111757,0.6929856449095374,0.1592757616380437,0.9358343962728036,0.028800996505506975,0.7401985838144179,0.13065175015440608,1.0417667662048993,0.8576416174588566,0.9433081119917379,0.8364523226834912,0.8801275286827276,0.7087720873840905,0.9348043287904984,0.7493657244212938,0.059032318975922725,-0.22155317994438548,-0.0841990206578619,-0.25764478509399474,-0.1842155124238218,-0.49660630559019586,-0.09726368007543298,-0.41625810379398903,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001018118.1,0.0,2292.5,1145.7,0.0,2087.7,1154.2,0.0,978.7,567.4,0.0,2216.7,1040.5,0.0,1598.1,831.8,0.0,2231.9,1133.0,0.0,1454.4,803.5,0.0,1714.8,838.0,0.0,1179.5,606.1,0.0,725.7444444444445,1338.107407407407,0.0,1043.2740740740742,1772.7259259259256,0.0,741.2037037037036,1455.2074074074078,0.0,943.6629629629628,1799.122222222222,0.0,848.2185185185184,1596.3222222222228,0.0,1005.174074074074,1804.7962962962963,0.0,768.2148148148148,1626.2074074074071,0.0,896.6851851851852,1758.4333333333334,0.0,1846.996296296296,1014.5629629629628,0.7092722778466118,0.14918701437045323,0.9846421111678756,0.0067215942622831605,0.7614132062907,0.11837959485887475,0.960172928435251,0.017650542896041795,0.8536183018511518,0.0687362820702838,0.9827341407760324,0.0075639560339799934,0.8375785873229428,0.07697443391560052,0.9300939983366021,0.03147315800953357,0.7212333084397137,0.9840788691997759,0.767557444076721,0.9584932327751899,0.8542687812006148,0.9819717558803088,0.8367543724542823,0.9278572547212671,-0.4714620691499007,-0.02315414960369592,-0.38165336892131857,-0.061159848780205445,-0.22723803406233342,-0.026246565497508572,-0.25712391016273634,-0.1080252224505519,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_065796.2,33.8,894.0,0.0,41.6,1155.5,0.0,34.0,535.6,0.0,41.2,927.2,0.0,49.3,860.1,0.0,42.5,1140.3,0.0,33.9,663.3,0.0,31.8,801.0,0.0,41.9,490.2,0.0,53.44074074074074,0.0,686.2,51.96666666666667,0.0,963.1703703703704,56.18888888888888,0.0,741.2037037037036,51.537037037037045,0.0,739.7222222222222,50.388888888888886,0.0,695.0629629629628,55.6888888888889,0.0,913.8259259259258,69.11851851851853,0.0,631.288888888889,49.12592592592593,0.0,780.4481481481482,42.84444444444444,713.1518518518519,0.0,0.9871921429921373,0.005598309822926299,0.8359392291836416,0.07782529360107424,0.9688214212764821,0.013756267223260316,0.9734494438230488,0.011686598677916127,0.9918023164871677,0.0035748816907856264,0.8593119606911952,0.0658491432569411,0.9545896383679698,0.02018328401129678,0.9463075628157374,0.023967689047606378,0.9783655612657322,1.342780436902003,1.0547572739431408,1.0466443594177903,0.986052253832323,1.282433286465248,0.9264693634595506,1.0973255796863595,-0.03155447338672753,0.42522342353768994,0.07691103687749297,0.06577131040184558,-0.020263993570938634,0.35888377726379417,-0.11018482496591561,0.1339916410643014,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_024306706.1,74.3,317.9,0.0,79.9,299.1,0.0,46.5,185.5,0.0,93.4,285.4,0.0,62.9,252.2,0.0,59.0,241.8,0.0,59.3,225.9,0.0,61.1,236.8,0.0,45.7,203.4,0.0,71.96666666666667,0.0,200.75555555555556,85.88888888888889,0.0,226.22222222222223,69.59629629629629,0.0,188.8740740740741,98.75555555555556,0.0,205.0185185185185,78.88148148148149,0.0,203.1,70.76666666666667,0.0,162.15925925925924,74.65925925925927,0.0,242.59629629629637,79.44074074074075,0.0,205.0185185185185,76.32962962962962,223.59629629629632,0.0,0.9229959421403238,0.034800208302299886,0.9672649354536451,0.014454555651664789,0.8799618461465403,0.055536157812605604,0.9891217286163503,0.004750257631138959,0.9492887258044498,0.022601676979710567,0.796989787270016,0.0985472436737679,0.9554922343447687,0.01977283827398184,0.9564623162098249,0.019332136127565038,0.9092985922449988,1.040627315386515,0.8617806865892813,1.0128303284761668,0.9401704124475179,0.7766115090145715,1.0577796986910353,0.9484317115337122,-0.13717397558925312,0.057453482171096804,-0.21460732838857682,0.01839251099170286,-0.08900581585209787,-0.36473500742565435,0.08103919200746404,-0.07638419365793829,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_003786.1,301.9,108.6,0.0,239.6,104.6,0.0,213.2,72.1,0.0,229.6,102.7,0.0,293.2,91.4,0.0,185.8,85.5,0.0,285.7,82.6,0.0,197.8,89.0,0.0,222.8,63.1,0.0,304.45925925925934,0.0,51.537037037037045,234.8555555555556,0.0,62.1,288.762962962963,0.0,44.37777777777778,219.2740740740741,0.0,56.67037037037037,327.0666666666667,0.0,53.87407407407407,192.47777777777773,0.0,43.144444444444446,333.9851851851852,0.0,49.55555555555556,231.20370370370367,0.0,59.22222222222223,282.92222222222216,60.60740740740741,0.0,0.9755666336366099,0.010743061859031242,0.8958357544423987,0.04777160805882528,0.979115086469913,0.009166257654197102,0.8459535463754361,0.0726534846048563,0.9298364096929332,0.03159345210954787,0.7489172373463245,0.12556617342172413,0.9262149177947149,0.03328822845575876,0.8807979171625986,0.05512372101843413,1.0362899313229768,0.8644248703545983,0.9697583905641871,0.8032624281694395,1.1089021379362398,0.6858861707977102,1.1164706262870205,0.8454173988981489,0.05142769410867639,-0.21018751433607494,-0.04430274155993648,-0.31605669747301673,0.14913205139341895,-0.5439589273112664,0.15894529516620404,-0.24226429119410126,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_056311.2,76.1,0.0,343.1,66.8,0.0,351.9,72.7,0.0,290.6,76.7,0.0,376.0,118.8,0.0,482.0,83.0,0.0,358.7,69.6,0.0,388.9,73.8,0.0,393.0,74.5,0.0,322.0,106.45925925925924,391.0740740740741,0.0,72.91851851851851,349.7444444444445,0.0,122.10370370370372,445.73333333333335,0.0,79.44074074074075,372.4370370370371,0.0,91.74444444444444,431.58518518518514,0.0,90.36296296296298,358.68148148148146,0.0,119.3074074074074,421.1962962962963,0.0,95.56666666666668,445.73333333333335,0.0,77.28888888888888,0.0,327.9851851851852,0.8508080133539904,0.07016842833791401,0.9701262335812095,0.013171751320539517,0.761440491544768,0.11836403218821612,0.9227994435909816,0.034892676012061606,0.823442145889858,0.08436690845952344,0.9253857908392837,0.03367717331188183,0.7924825446559509,0.10101029484281294,0.8015317890205922,0.0960792487029076,1.2276465857581518,1.042906492177219,1.4011185845883902,1.1149930545401376,1.2912980698932592,1.1080019008626993,1.3336745138178097,1.3356393478578743,0.2958952982020206,0.060609810475323156,0.4865790643751545,0.1570347234086216,0.3688220558905587,0.14796035644381372,0.4154066165997493,0.4175305008521216,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_016882478.1,0.0,1602.5,1050.9,0.0,1612.4,907.9,0.0,901.5,779.6,0.0,1949.6,952.1,0.0,1428.3,1124.8,0.0,1889.3,1034.2,0.0,1243.9,1051.4,0.0,1457.4,924.3,0.0,830.9,1046.9,0.0,967.6481481481482,1210.6037037037038,0.0,836.8518518518518,1403.737037037037,0.0,966.0888888888888,1309.074074074074,0.0,857.3592592592591,1617.925925925926,0.0,1079.025925925926,1361.8037037037038,0.0,926.9407407407408,1538.8148148148146,0.0,1239.5074074074075,1112.4,0.0,997.9666666666666,1490.3592592592595,0.0,1346.6370370370375,931.840740740741,0.953939489490683,0.02047917268977886,0.9833811657787815,0.00727811379720522,0.998516730581041,0.0006446539398461771,0.9201746360852678,0.0361297419036742,0.9295573564005329,0.031723807828886307,0.9220593797175476,0.03524110990810601,0.967229261181644,0.014470573419518224,0.9117232831375596,0.040136954261436555,0.9560118922802583,0.9833709640451956,0.9985451625435432,1.086376706995736,1.0712545250321444,1.0821942524980124,1.0322274943147551,1.0921001513356057,-0.06489953020953776,-0.024192337498246855,-0.0021004150357033097,0.11952445220080911,0.09930129836591675,0.1139594843422296,0.04576096373622469,0.12710516505800942,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_006715197.1,1161.9,593.6,349.9,1103.3,540.3,309.7,727.2,300.8,212.6,1097.8,562.1,320.9,1110.1,465.0,315.0,1377.5,604.0,323.2,789.0,368.7,251.1,864.3,356.8,258.1,679.8,285.1,219.6,1052.2592592592591,282.2703703703704,357.5518518518519,1055.3148148148148,309.4222222222223,437.4222222222223,1114.6370370370369,292.5592592592592,382.9666666666667,1019.374074074074,323.9481481481481,440.5703703703704,913.8259259259258,286.36296296296297,366.50740740740736,1346.6370370370375,326.2148148148148,462.8370370370371,988.3703703703704,296.2,375.6370370370371,982.97037037037,309.4222222222223,326.2148148148148,1064.2148148148149,459.4333333333335,335.38518518518504,0.8753631048320665,0.057811762161467085,0.9558829531147772,0.019595283381287222,0.9500773038259056,0.022241056543624273,0.9397487229242677,0.026988255800178544,0.7613025577423063,0.11844271110843048,0.8264221665731355,0.08279804253963696,0.8430930050757164,0.07412451391237633,0.8123095075865716,0.09027846358429392,0.9101942666339934,0.9694066410460234,0.9629536656844756,0.9595807458675257,0.8427478239387654,1.1488168881079177,0.8930487569206618,0.8706715357842286,-0.13575359617163177,-0.04482612897955625,-0.05446171311709218,-0.0595238848593065,-0.24682709785949059,0.20014886267407064,-0.16318915196255182,-0.19979953572947953,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001284505.1,827.6,2128.7,505.1,850.9,2144.9,531.7,471.1,1113.6,233.9,900.1,2074.8,467.3,638.9,1443.9,301.5,952.6,2069.0,383.4,632.0,1460.3,291.0,738.1,1703.1,334.8,501.7,1180.2,216.3,665.2629629629629,314.72592592592594,1531.4592592592594,823.8592592592594,505.488888888889,1836.7111111111112,607.9629629629629,281.4111111111111,1319.6888888888889,828.9,453.6777777777778,1699.9370370370368,746.3296296296297,330.48148148148147,1605.937037037037,905.5444444444444,378.8925925925926,1678.2592592592598,739.7222222222222,293.92962962962963,1628.5777777777778,816.025925925926,387.774074074074,1740.603703703703,769.4851851851853,1731.655555555556,474.2703703703704,0.7827138152672893,0.10639700061042344,0.9139770706502708,0.039064699468544406,0.629416253041958,0.2010620467496167,0.9966461846209355,0.0014589914763445877,0.8639279214397477,0.06352248972803021,0.9940612939566768,0.002586836119329628,0.8576661779812258,0.0666817159637863,0.9859312932416813,0.006153348756232634,0.8440676109494981,1.0640745567683765,0.7424395757324539,1.0023874696431614,0.9016394871048007,0.9957267031882304,0.8947434590426967,0.9895787821415275,-0.24456952951553634,0.08959924004173726,-0.4296544795307396,0.0034402854581054077,-0.14937739547881493,-0.0061782743405731895,-0.16045400292483877,-0.015113527502912933,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_066961.2,94.8,133.2,55.9,81.6,165.1,58.4,68.5,105.7,41.8,91.6,134.6,50.4,87.4,146.4,64.4,117.2,231.5,66.0,63.2,107.4,47.3,69.9,127.0,41.6,47.5,92.5,38.2,100.77777777777776,70.76666666666667,93.1148148148148,86.78888888888889,76.32962962962962,115.08148148148148,92.12592592592593,75.24444444444445,90.36296296296298,96.39629629629628,68.76666666666667,87.21111111111111,83.53333333333333,71.96666666666667,79.8777777777778,123.6148148148148,87.21111111111111,151.08518518518517,78.13703703703705,72.38888888888887,89.91851851851851,90.72222222222224,69.11851851851853,98.3,95.14074074074072,81.22592592592592,68.76666666666667,0.6111501504009104,0.213852077025172,0.47734138820112937,0.32117090821056066,0.6778775324193791,0.16884876011325364,0.8390683202464162,0.07620267576484097,0.7248330233137217,0.1397620284711273,0.15854445519095972,0.7998489420448273,0.8744186407526355,0.05828059272153151,0.7277733285760034,0.1380038644745911,1.0796543075574894,1.1348925754691326,1.0514005983138428,1.0295379687547215,0.9602030640921042,1.476384733931647,0.9808720877526969,1.0530625812105283,0.11056945256701488,0.18255574406009914,0.07231246100793942,0.041997036695815566,-0.05858855511723458,0.5620687250620668,-0.027863083210275016,0.07459117512838839,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_000394.2,238.0,493.8,317.9,229.9,460.5,304.5,189.1,398.3,256.6,236.9,442.1,310.4,283.5,600.7,372.0,225.7,356.6,219.9,275.2,571.5,317.5,258.9,522.0,258.8,260.9,610.2,404.4,274.074074074074,346.2259259259259,498.2888888888888,224.90740740740736,305.3740740740741,358.68148148148146,280.1370370370371,346.2259259259259,509.4555555555555,228.76666666666665,311.3777777777778,331.49999999999994,317.7259259259259,364.9444444444444,601.4888888888888,228.76666666666665,231.20370370370367,257.0444444444444,387.0703703703704,508.4074074074073,801.1592592592592,291.4962962962963,311.9962962962963,501.811111111111,223.59629629629632,369.1111111111112,307.037037037037,0.4133211391855415,0.3837123822894066,0.9530583316727186,0.0208805176740423,0.3918623941011599,0.4068664125055596,0.8679508100721415,0.061504887173254356,0.28328257625893255,0.5477801366243074,0.28342310193321724,0.5475647531245226,0.1530503971970754,0.815165538982202,0.4437300860714335,0.35288112397257343,1.2432295590105829,0.9880171736007342,1.2623790294363417,0.9687689096904057,1.4272488896023972,0.7969094104910447,1.8856877055624846,1.2284640494626042,0.31409271076545037,-0.0173919761004023,0.33614514470079393,-0.045775528941827556,0.5132369399188411,-0.3275123612153775,0.9150907667116557,0.29685563839122525,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_079110.1,0.0,458.2,168.0,0.0,467.8,179.4,0.0,274.0,125.9,0.0,485.3,172.6,0.0,602.3,227.8,0.0,597.5,312.1,0.0,323.3,112.6,0.0,377.6,123.6,0.0,194.3,81.1,0.0,178.56666666666663,320.1518518518518,0.0,192.47777777777773,369.1111111111112,0.0,217.2296296296296,512.1333333333336,0.0,188.8740740740741,360.9814814814815,0.0,146.04074074074077,311.3777777777778,0.0,311.3777777777778,455.6296296296296,0.0,127.97777777777776,226.9592592592592,0.0,162.67777777777775,348.9259259259259,0.0,341.4740740740741,175.40740740740742,0.9664547838670293,0.014818459872781327,0.9232159026524472,0.03469672327984889,0.7141464157946085,0.14621273913028524,0.9426265070697959,0.025660351853825435,0.8891724397882186,0.05101400687429572,0.6455036420611426,0.19010130301399036,0.6755713260304814,0.17032879191779784,0.9906427459465224,0.0040829362685940946,0.9648604881124692,1.0864945040771579,1.411083563822927,1.06379426475014,0.8849582252540162,1.4839134983304432,0.6866894051218846,0.9897891915905931,-0.05160774075421576,0.11968087681032948,0.4968034263073894,0.08921916406810572,-0.17631874098136952,0.5694069954850125,-0.5422703903319225,-0.01480680669718611,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001155973.1,102.9,353.5,0.0,84.9,296.2,0.0,59.1,224.4,0.0,90.4,299.3,0.0,89.8,322.0,0.0,94.2,274.6,0.0,64.9,260.7,0.0,75.7,283.8,0.0,52.7,214.8,0.0,85.88888888888889,0.0,248.0148148148148,90.72222222222224,0.0,221.8407407407408,94.43703703703704,0.0,246.7629629629629,94.78518518518518,0.0,212.2851851851852,85.88888888888889,0.0,240.95185185185184,100.77777777777776,0.0,190.8111111111111,85.55925925925925,0.0,257.0444444444444,96.39629629629628,0.0,248.70740740740743,100.77777777777776,257.0444444444444,0.0,0.9427424508327032,0.025606936593863525,0.8860493294844927,0.05254209873762445,0.9599644884153034,0.017744832346403266,0.8699970557298775,0.06048221713130228,0.9248111610865091,0.033946937607549625,0.8247802270366754,0.08366175920828878,0.9642303696308931,0.015819193994471615,0.9694630972574736,0.013468717748216374,0.9331553016188465,0.8735146772657645,0.9535461433362313,0.8581646172318139,0.9134165528091749,0.8148987703390883,0.9574690514635863,0.9644557611890864,-0.09981089137713663,-0.1950961505997799,-0.06862534077345017,-0.22067367596900142,-0.1306551606130406,-0.29530724118835794,-0.06270223972611734,-0.05221303035777875,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_000382.3,1189.5,0.0,553.1,1324.4,0.0,521.0,716.7,0.0,509.7,1357.9,0.0,557.3,1222.9,0.0,680.9,984.1,0.0,556.3,1433.6,0.0,614.9,1571.2,0.0,558.1,1064.2,0.0,639.7,1030.0777777777778,663.3222222222221,0.0,1279.6407407407405,496.0259259259259,0.0,1222.7407407407406,629.3814814814815,0.0,1269.1925925925923,528.8555555555556,0.0,1758.4333333333334,669.1925925925925,0.0,931.840740740741,533.0962962962963,0.0,1623.3148148148146,804.6111111111111,0.0,1850.0962962962965,602.5592592592593,0.0,1087.3222222222223,0.0,518.1851851851851,0.9495709748872102,0.022472568736459923,0.9130805939044702,0.0394908873690728,0.8704316875944665,0.060265307102554226,0.9010227342837833,0.045264250919454956,0.6766201123150962,0.16965509709245782,0.9154718406258981,0.038355009799062284,0.6558509031567603,0.18319487906316717,0.6820851966069702,0.1661613759221152,1.054744432935705,1.105984723878686,1.1536055291162135,1.1199251649991808,1.5120614920401305,0.9124448945412437,1.5122483488547522,1.5276513482526586,0.07689347286444904,0.14533145886677412,0.20614998440134674,0.16340233255819758,0.5965168118191868,-0.13219066233355437,0.5966950854844766,0.6113153185428528,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_011539620.1,496.4,1396.6,2325.9,508.9,1367.8,2289.4,360.9,1005.5,1777.1,513.1,1530.7,2430.8,541.4,1620.8,2669.4,691.1,1668.7,2825.6,392.9,1171.3,1974.9,463.5,1446.5,2563.0,387.8,1079.1,2006.5,504.56666666666666,2179.6296296296296,1390.8888888888887,482.0111111111112,1966.722222222222,1174.8592592592593,508.4074074074073,2269.6185185185186,1480.340740740741,472.2444444444444,2062.9074074074074,1285.7,457.6185185185185,1975.6962962962964,1258.9296296296295,639.3518518518518,2363.233333333333,1371.977777777778,572.9074074074074,2292.4777777777776,1475.8148148148148,518.974074074074,2621.3370370370367,1477.662962962963,438.3555555555556,1148.4407407407407,1933.5111111111112,0.7898452518109469,0.10245798828900243,0.9576023049331281,0.018814817260653698,0.7316885851840222,0.13567372018904805,0.8814523629179661,0.05480115367764264,0.9302769626087576,0.0313877337842507,0.6889398939250204,0.1618186661553066,0.6992825548003541,0.15534730609187278,0.6518828940514559,0.1858304150581891,1.157593560326697,1.0293398198600079,1.2096576161804051,1.085374488549506,1.048841483750893,1.242665045034998,1.2331877582239767,1.3118098903399638,0.21112880131660428,0.041719343255025305,0.27459876209733697,0.11819290401253586,0.06879665323724989,0.31343747660889143,0.30239247308738787,0.391558657351843,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
