Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control
NP_004779.2,1416.5,0.0,17.0,1213.6,0.0,20.9,581.8,0.0,18.6,1403.2,0.0,11.3,1112.3,0.0,27.5,1195.8,0.0,34.9,970.3,0.0,26.6,1179.4,0.0,29.6,571.4,0.0,34.6,827.7777777777778,43.144444444444446,0.0,1188.5037037037034,41.32592592592592,0.0,1117.925925925926,42.84444444444444,0.0,1315.9851851851852,29.92592592592592,0.0,1141.5222222222221,48.218518518518515,0.0,1152.4,55.41851851851851,0.0,836.8518518518518,64.47037037037038,0.0,1371.9777777777779,54.98888888888888,0.0,1315.9851851851852,0.0,33.677777777777784
NP_009166.2,0.0,106.3,225.8,0.0,88.4,201.3,0.0,87.9,180.6,0.0,96.1,206.2,0.0,114.2,221.2,0.0,116.8,184.1,0.0,92.6,190.7,0.0,80.2,136.9,0.0,73.1,153.6,0.0,240.10740740740744,71.34074074074074,0.0,213.9888888888889,47.27777777777778,0.0,213.9888888888889,64.13703703703703,0.0,216.52962962962962,51.96666666666667,0.0,224.90740740740736,64.13703703703703,0.0,203.10000000000002,65.92222222222222,0.0,213.03703703703707,58.5,0.0,177.48518518518514,51.96666666666667,0.0,58.5,225.50370370370368
NP_055578.2,0.0,444.0,284.5,0.0,382.9,237.6,0.0,319.3,127.8,0.0,395.0,239.4,0.0,414.0,174.4,0.0,296.7,213.4,0.0,414.7,195.6,0.0,315.8,185.3,0.0,357.7,133.5,0.0,182.96666666666667,381.3148148148149,0.0,247.3185185185185,302.17407407407404,0.0,172.63703703703706,329.59629629629626,0.0,249.41481481481478,294.6740740740741,0.0,228.76666666666662,425.9296296296295,0.0,226.22222222222223,210.91851851851845,0.0,185.9555555555556,460.3148148148149,0.0,230.23333333333335,289.3074074074074,0.0,332.3925925925926,270.77777777777777
NP_004995.1,2427.4,4790.5,0.0,2059.6,3974.2,0.0,971.5,1429.2,0.0,2263.3,5027.6,0.0,1602.9,2866.1,0.0,1355.6,2613.4,0.0,1098.1,1963.7,0.0,955.7,1689.3,0.0,535.1,643.9,0.0,1477.662962962963,0.0,1918.2814814814813,2052.7222222222226,0.0,3244.107407407407,1631.0407407407404,0.0,2530.1703703703706,2166.9518518518516,0.0,3925.122222222222,1306.4222222222224,0.0,2108.8555555555554,1304.6851851851845,0.0,2125.9888888888886,779.0703703703704,0.0,863.9851851851853,1102.3629629629627,0.0,1721.314814814815,2331.8666666666663,3688.288888888888,0.0
XP_005246300.1,787.1,0.0,73.8,746.3,0.0,67.3,409.9,0.0,68.5,843.5,0.0,74.3,671.8,0.0,97.0,775.1,0.0,66.4,474.6,0.0,67.2,611.6,0.0,73.8,364.1,0.0,71.8,570.0074074074074,106.03703703703704,0.0,709.1,85.55925925925925,0.0,645.5407407407408,106.03703703703704,0.0,783.9962962962962,92.7259259259259,0.0,548.4999999999999,89.91851851851851,0.0,711.8185185185184,88.03333333333336,0.0,536.7592592592594,111.8,0.0,678.1185185185185,108.41851851851852,0.0,722.3888888888888,0.0,86.37037037037038
NP_055097.2,0.0,190.0,1013.6,0.0,177.2,1068.9,0.0,84.8,604.1,0.0,175.2,1050.6,0.0,126.7,976.7,0.0,176.3,1183.8,0.0,98.9,769.2,0.0,121.1,898.7,0.0,74.7,698.2,0.0,772.3,70.12962962962963,0.0,978.6037037037038,122.59259259259255,0.0,855.8444444444441,78.13703703703705,0.0,948.8629629629628,116.65185185185184,0.0,810.0629629629631,68.76666666666667,0.0,1046.6000000000001,112.2777777777778,0.0,873.677777777778,61.729629629629635,0.0,964.8333333333336,92.12592592592591,0.0,124.70370370370368,891.6851851851853
NP_001091977.1,0.0,319.6,2423.5,0.0,294.3,2576.4,0.0,246.8,1697.2,0.0,333.9,2478.0,0.0,347.8,2489.0,0.0,336.3,3376.4,0.0,291.5,1891.8,0.0,281.9,2037.6,0.0,253.7,1636.8,0.0,2094.5592592592593,282.27037037037036,0.0,2201.640740740741,219.2740740740741,0.0,2128.6000000000004,264.19259259259263,0.0,2108.8555555555554,240.10740740740744,0.0,1869.248148148148,279.437037037037,0.0,2829.825925925926,239.6555555555556,0.0,1899.9777777777776,322.037037037037,0.0,2071.0962962962967,246.22962962962958,0.0,226.22222222222223,2049.237037037037
XP_005266395.1,860.1,0.0,216.9,886.8,0.0,212.6,677.6,0.0,129.5,944.5,0.0,229.2,988.9,0.0,199.1,880.3,0.0,248.2,606.8,0.0,154.7,681.2,0.0,153.1,555.9,0.0,103.0,967.6481481481482,184.01111111111112,0.0,862.3074074074073,228.10740740740744,0.0,942.2407407407409,197.83333333333337,0.0,876.9407407407408,240.95185185185184,0.0,715.8296296296298,189.46666666666673,0.0,814.1370370370371,259.22222222222223,0.0,806.8259259259258,156.7851851851852,0.0,749.425925925926,195.54814814814816,0.0,801.1592592592592,0.0,218.58148148148146
NP_004619.3,933.4,70.5,268.4,959.4,63.0,286.3,826.9,68.6,278.5,888.9,77.2,235.1,1056.0,84.5,378.8,1401.1,77.1,255.3,694.8,62.5,254.9,775.7,67.5,223.0,661.7,58.0,209.4,1222.7407407407406,374.0370370370371,44.78148148148147,924.2925925925925,286.36296296296297,27.99629629629629,1021.0555555555555,355.97407407407405,38.10000000000001,820.0185185185187,247.3185185185185,37.61851851851852,805.8814814814813,291.4962962962963,35.455555555555556,1369.2333333333333,266.6444444444445,36.359259259259254,963.1703703703705,285.8296296296296,45.11851851851851,860.662962962963,271.6851851851852,38.10000000000001,867.8296296296297,31.674074074074067,257.0444444444444
NP_004704.3,346.9,342.2,350.2,302.7,337.0,362.8,205.5,211.6,306.3,346.9,385.0,399.2,322.2,359.2,446.9,394.5,466.9,338.8,268.0,273.2,345.5,300.8,320.2,366.6,198.5,210.6,322.4,293.425925925926,406.45925925925934,233.4481481481481,300.18518518518516,360.20000000000005,259.8777777777778,311.9962962962963,418.47037037037035,279.437037037037,317.26666666666654,391.6888888888888,284.2851851851851,311.3777777777778,396.6148148148149,257.0444444444444,378.0555555555556,340.48148148148147,346.2259259259259,297.25555555555553,422.074074074074,251.36296296296294,337.57407407407413,422.074074074074,292.5592592592592,323.3,244.69629629629634,336.20740740740735
NP_001159858.1,0.0,22.6,151.1,0.0,19.8,139.3,0.0,15.1,126.2,0.0,20.4,121.2,0.0,21.6,176.8,0.0,21.1,101.8,0.0,19.8,178.5,0.0,14.0,126.5,0.0,17.0,148.8,0.0,179.78518518518518,6.048148148148147,0.0,157.47407407407408,6.048148148148147,0.0,176.82592592592593,6.666666666666668,0.0,142.4148148148148,6.362962962962962,0.0,209.00740740740736,7.114814814814815,0.0,122.59259259259255,6.666666666666668,0.0,208.3444444444445,7.3962962962962955,0.0,166.8037037037037,5.122222222222223,0.0,6.362962962962962,161.4851851851852
NP_001265234.1,883.7,564.1,97.8,837.8,554.1,103.3,332.2,326.0,69.4,815.2,525.1,102.9,641.9,504.9,105.8,507.3,433.9,89.4,441.3,341.2,80.7,459.7,376.6,72.1,228.5,242.1,58.1,473.5555555555555,107.39259259259259,393.39629629629627,810.0629629629631,119.30740740740741,450.82592592592584,612.0925925925927,114.68518518518519,420.1888888888889,747.7629629629629,120.92592592592594,403.68148148148146,505.488888888889,108.41851851851852,330.48148148148147,485.5259259259259,110.84444444444445,315.5740740740741,341.4740740740741,93.11481481481479,304.45925925925934,515.8851851851852,104.28518518518516,347.6185185185184,827.7777777777778,434.08518518518514,107.89629629629631
NP_057673.2,48.6,461.3,0.0,40.9,497.3,0.0,31.7,296.4,0.0,48.9,526.7,0.0,48.2,477.3,0.0,40.8,439.0,0.0,37.6,468.1,0.0,45.3,535.9,0.0,40.3,340.5,0.0,49.94814814814816,0.0,351.6962962962963,50.870370370370374,0.0,390.4111111111111,54.63703703703703,0.0,402.8555555555556,57.96666666666666,0.0,407.3703703703703,55.41851851851851,0.0,478.2296296296296,53.87407407407407,0.0,324.67407407407404,65.92222222222222,0.0,440.5703703703704,64.89629629629633,0.0,518.1851851851851,56.18888888888888,345.5444444444444,0.0
NP_001268222.1,290.5,0.0,430.1,278.3,0.0,459.1,228.2,0.0,264.6,366.0,0.0,353.8,317.3,0.0,483.5,401.5,0.0,597.3,271.8,0.0,275.6,287.7,0.0,347.1,193.5,0.0,270.9,321.2333333333333,356.7518518518518,0.0,277.11481481481474,447.2518518518519,0.0,307.8185185185186,447.2518518518519,0.0,342.13703703703715,347.6185185185184,0.0,314.23703703703694,317.7259259259259,0.0,384.3370370370371,558.0333333333333,0.0,288.762962962963,361.5481481481482,0.0,325.6592592592592,406.45925925925934,0.0,275.79999999999995,0.0,402.8555555555556
NP_001136018.1,348.2,118.3,0.0,324.9,106.5,0.0,168.1,72.7,0.0,385.0,114.5,0.0,371.7,123.0,0.0,381.2,172.3,0.0,228.4,85.6,0.0,302.7,92.1,0.0,152.5,50.9,0.0,240.95185185185184,0.0,52.233333333333334,315.5740740740741,0.0,64.13703703703703,356.7518518518518,0.0,74.2851851851852,358.68148148148146,0.0,68.04074074074074,269.4037037037037,0.0,56.670370370370364,364.9444444444444,0.0,107.39259259259259,231.82962962962964,0.0,36.75555555555556,344.19259259259246,0.0,63.0148148148148,324.67407407407404,67.13703703703703,0.0
NP_001801.1,526.1,0.0,1364.4,548.2,0.0,1371.3,415.2,0.0,765.0,563.7,0.0,1443.9,551.4,0.0,1216.2,634.0,0.0,1540.4,440.4,0.0,1001.4,446.6,0.0,1137.2,376.7,0.0,793.8,578.1370370370371,948.8629629629628,0.0,515.8851851851852,1196.137037037037,0.0,522.7740740740742,1032.9296296296293,0.0,520.0148148148147,1235.777777777778,0.0,503.56296296296307,1046.6000000000001,0.0,594.3259259259257,1342.6962962962964,0.0,554.2111111111112,967.6481481481482,0.0,499.5259259259259,1198.4666666666667,0.0,474.2703703703704,0.0,1161.874074074074
NP_002387.1,0.0,732.7,423.7,0.0,646.5,430.5,0.0,353.1,302.9,0.0,717.1,490.1,0.0,591.5,439.2,0.0,749.5,442.7,0.0,484.6,395.4,0.0,588.8,406.9,0.0,377.4,310.3,0.0,403.68148148148146,431.58518518518514,0.0,419.237037037037,533.0962962962963,0.0,410.04814814814813,501.811111111111,0.0,471.22592592592594,565.4592592592594,0.0,440.5703703703704,497.69629629629634,0.0,421.1962962962963,580.9777777777779,0.0,409.1,484.8037037037037,0.0,454.26666666666665,561.4148148148148,0.0,580.9777777777779,395.76296296296306
NP_001276990.1,401.8,1606.0,0.0,416.9,1552.1,0.0,377.2,1178.8,0.0,498.2,1814.2,0.0,542.2,1765.9,0.0,465.2,2093.3,0.0,472.4,1337.3,0.0,743.8,2185.7,0.0,543.4,1487.5,0.0,533.0962962962963,0.0,1598.7555555555552,399.08518518518514,0.0,1350.8037037037034,509.4555555555555,0.0,1611.3999999999999,461.17037037037045,0.0,1520.625925925926,545.3555555555556,0.0,1473.840740740741,439.1592592592592,0.0,1695.4444444444441,790.414814814815,0.0,2056.048148148148,824.8777777777776,0.0,2193.918518518518,368.2518518518518,1354.877777777778,0.0
NP_003003.3,655.2,509.7,284.4,600.3,478.0,255.6,396.3,357.9,214.5,577.6,493.4,232.4,606.0,467.1,244.2,434.9,446.4,192.9,518.4,455.7,214.2,637.2,668.4,234.3,608.1,576.1,314.1,552.0222222222222,285.1222222222222,439.6629629629629,570.0074074074074,262.57037037037037,381.3148148148149,578.9629629629629,233.4481481481481,384.3370370370371,526.4,244.11481481481482,371.5555555555556,606.9037037037037,246.76296296296292,462.01111111111106,411.5962962962964,209.67777777777775,328.5629629629629,897.9777777777779,412.3185185185185,751.6037037037038,706.3333333333334,282.92222222222216,653.0962962962961,598.948148148148,387.07037037037037,270.23333333333335
NP_001137462.1,633.3,62.7,0.0,600.8,62.7,0.0,250.2,47.1,0.0,607.2,69.2,0.0,436.4,64.0,0.0,668.0,63.3,0.0,359.0,58.5,0.0,422.1,55.3,0.0,212.9,49.8,0.0,351.6962962962963,0.0,23.066666666666666,571.0222222222224,0.0,27.096296296296302,420.1888888888889,0.0,21.31851851851852,558.6481481481482,0.0,32.537037037037045,420.1888888888889,0.0,31.674074074074067,623.2481481481481,0.0,24.69629629629629,319.474074074074,0.0,34.044444444444444,473.5555555555555,0.0,24.69629629629629,573.962962962963,22.50740740740741,0.0
NP_001505.1,0.0,129.1,36.1,0.0,109.9,28.5,0.0,78.8,27.5,0.0,113.4,35.6,0.0,116.8,33.6,0.0,90.4,27.0,0.0,95.2,28.6,0.0,75.5,24.2,0.0,61.3,18.4,0.0,54.98888888888888,61.729629629629635,0.0,47.77407407407407,65.40740740740742,0.0,49.55555555555556,67.57037037037037,0.0,53.87407407407407,66.68148148148147,0.0,49.12592592592593,66.38888888888889,0.0,49.12592592592593,46.14444444444444,0.0,45.11851851851851,48.218518518518515,0.0,49.12592592592593,44.37777777777778,0.0,77.71111111111111,52.233333333333334
NP_060703.3,0.0,1008.2,979.3,0.0,915.0,968.8,0.0,574.6,787.0,0.0,907.4,1141.6,0.0,866.1,1130.1,0.0,1230.0,1253.4,0.0,644.8,960.1,0.0,639.2,922.7,0.0,379.6,668.5,0.0,972.6740740740743,729.8518518518518,0.0,890.5,761.6,0.0,970.9962962962961,746.3296296296297,0.0,1024.3333333333333,726.9407407407408,0.0,1007.9000000000001,676.9074074074074,0.0,1110.5,988.3703703703703,0.0,834.6629629629628,489.8518518518518,0.0,996.1851851851851,609.7518518518518,0.0,813.0740740740742,866.5555555555555
NP_001238965.1,0.0,252.8,369.5,0.0,231.5,312.8,0.0,115.5,154.3,0.0,248.9,304.9,0.0,167.1,240.9,0.0,242.5,350.1,0.0,157.2,244.5,0.0,203.3,293.7,0.0,141.5,251.1,0.0,213.03703703703707,109.34074074074073,0.0,314.72592592592594,166.8037037037037,0.0,230.23333333333335,110.27777777777777,0.0,305.3740740740741,168.55555555555551,0.0,281.4111111111111,131.00740740740744,0.0,349.7444444444445,163.9407407407408,0.0,336.20740740740735,157.47407407407408,0.0,345.5444444444444,169.09259259259258,0.0,171.4851851851852,351.6962962962963
NP_065747.1,178.2,44.6,0.0,163.0,37.6,0.0,69.7,26.7,0.0,186.0,36.5,0.0,110.9,32.0,0.0,154.0,36.7,0.0,96.3,18.9,0.0,118.4,23.5,0.0,41.0,21.6,0.0,103.62592592592593,0.0,10.396296296296295,166.09259259259258,0.0,11.437037037037037,114.25185185185184,0.0,9.607407407407406,184.01111111111112,0.0,11.437037037037037,117.82962962962962,0.0,6.551851851851852,154.33703703703702,0.0,11.177777777777779,67.57037037037037,0.0,8.892592592592592,140.42592592592592,0.0,8.462962962962964,170.83333333333337,12.911111111111111,0.0
NP_003083.1,3051.6,4596.3,2338.9,2881.0,4282.0,2191.5,1425.8,2045.0,1271.4,3028.1,4562.8,2208.9,1975.5,2915.6,1869.6,2789.4,4237.2,2367.0,1565.8,2440.9,1452.0,1573.4,2385.7,1401.2,975.2,1504.0,998.3,2191.237037037037,1543.8037037037036,2817.448148148148,2921.4111111111106,1860.4962962962964,3454.744444444445,2024.7185185185185,1571.0592592592593,2572.3111111111107,2996.503703703703,1876.1222222222223,3568.062962962963,1921.6037037037033,1471.5000000000002,2602.2074074074076,2792.959259259259,2010.696296296296,3328.7518518518514,1473.840740740741,1186.6481481481478,2083.3481481481485,1856.4407407407407,1447.422222222222,2417.2740740740737,2977.0481481481484,3517.5,1954.0185185185182
XP_016879247.1,0.0,115.0,81.7,0.0,110.5,57.6,0.0,71.8,29.2,0.0,112.2,74.8,0.0,87.8,49.1,0.0,104.2,43.0,0.0,76.7,53.7,0.0,82.0,49.3,0.0,60.1,37.0,0.0,57.15185185185185,50.388888888888886,0.0,75.24444444444445,66.38888888888889,0.0,62.54814814814816,39.34814814814814,0.0,94.43703703703703,64.89629629629633,0.0,78.13703703703705,48.218518518518515,0.0,63.85925925925927,57.15185185185185,0.0,69.59629629629629,47.27777777777778,0.0,77.28888888888888,53.44074074074074,0.0,64.89629629629633,93.11481481481479
NP_004385.1,3179.0,515.6,533.8,2903.7,492.1,542.4,1167.0,266.1,263.7,2819.4,482.3,551.3,1830.1,403.2,391.7,2216.6,596.5,566.3,1899.0,348.5,361.2,1809.9,377.9,367.0,1170.5,264.5,224.9,1828.0814814814814,354.6666666666666,311.9962962962963,2965.82962962963,518.1851851851851,388.54074074074066,1915.7037037037032,369.1111111111112,322.037037037037,2751.755555555556,520.8851851851852,356.7518518518518,2353.9185185185183,413.32962962962955,338.3185185185186,2153.4888888888886,539.9666666666666,453.6777777777778,1776.2185185185183,300.18518518518516,338.83703703703696,2136.32962962963,422.94444444444446,350.5962962962963,3107.6370370370373,393.39629629629627,501.811111111111
XP_016880042.1,564.7,767.7,0.0,368.9,559.5,0.0,446.7,478.5,0.0,388.4,612.3,0.0,530.8,607.5,0.0,354.1,611.5,0.0,453.0,500.7,0.0,422.2,560.5,0.0,564.8,530.7,0.0,625.8,0.0,610.9888888888888,361.5481481481482,0.0,456.93333333333334,497.69629629629634,0.0,518.974074074074,363.12592592592597,0.0,484.8037037037037,520.0148148148147,0.0,518.974074074074,344.9,0.0,468.88148148148133,823.8592592592594,0.0,691.7185185185185,475.1925925925926,0.0,537.7777777777778,512.1333333333336,612.0925925925927,0.0
NP_076417.2,275.3,0.0,528.5,254.8,0.0,483.6,211.6,0.0,387.4,291.7,0.0,576.9,306.9,0.0,568.0,277.2,0.0,752.5,307.7,0.0,522.4,249.7,0.0,562.1,204.8,0.0,416.5,302.17407407407404,514.6592592592593,0.0,251.36296296296294,467.1703703703704,0.0,300.18518518518516,518.974074074074,0.0,270.77777777777777,545.3555555555556,0.0,348.06666666666666,570.0074074074074,0.0,270.23333333333335,704.5814814814815,0.0,312.8222222222222,522.7740740740742,0.0,284.2851851851851,608.9962962962964,0.0,260.8111111111111,0.0,496.94814814814805
NP_001129134.1,11.7,0.0,626.4,9.8,0.0,578.2,9.6,0.0,407.2,10.8,0.0,578.4,12.8,0.0,598.5,13.1,0.0,547.2,8.0,0.0,582.9,10.4,0.0,527.7,13.2,0.0,543.9,20.996296296296297,539.0407407407406,0.0,20.67037037037037,552.0222222222222,0.0,20.67037037037037,541.9037037037037,0.0,20.67037037037037,546.7296296296297,0.0,20.996296296296297,632.6407407407407,0.0,21.81481481481482,518.1851851851851,0.0,27.99629629629629,683.4037037037037,0.0,22.262962962962963,573.962962962963,0.0,20.099999999999998,0.0,576.9074074074074
NP_009145.1,0.0,102.3,98.8,0.0,91.9,84.0,0.0,73.1,82.2,0.0,93.2,89.8,0.0,93.1,101.5,0.0,82.3,81.1,0.0,93.7,104.8,0.0,93.4,84.9,0.0,75.5,80.8,0.0,122.59259259259255,53.44074074074074,0.0,99.23333333333332,51.96666666666667,0.0,110.27777777777777,46.933333333333344,0.0,106.03703703703704,49.94814814814816,0.0,139.12222222222226,64.47037037037038,0.0,105.34074074074073,39.86296296296296,0.0,126.87777777777777,63.0148148148148,0.0,119.30740740740741,64.47037037037038,0.0,53.87407407407407,109.34074074074073
NP_079431.1,369.1,174.8,482.8,362.4,166.4,459.3,269.6,138.2,412.8,419.5,172.8,440.1,359.9,184.9,542.4,514.3,180.3,433.5,349.5,154.1,486.3,355.2,153.9,429.4,260.9,146.7,447.8,375.6370370370371,544.4518518518519,137.04814814814813,357.5518518518519,448.1777777777778,116.17777777777779,345.5444444444444,498.2888888888888,122.10370370370372,383.62962962962956,429.69999999999993,115.50740740740738,400.72592592592594,537.7777777777778,128.45555555555555,492.20370370370364,416.8777777777778,116.17777777777779,387.07037037037037,571.9074074074073,164.38148148148142,402.8555555555556,472.2444444444444,119.9148148148148,344.9,113.33703703703702,448.1777777777778
NP_006464.1,311.1,100.7,0.0,262.6,98.8,0.0,144.1,57.6,0.0,295.1,110.3,0.0,214.9,106.4,0.0,298.0,85.3,0.0,196.4,58.6,0.0,226.8,52.3,0.0,110.8,33.9,0.0,210.22222222222223,0.0,38.5962962962963,262.57037037037037,0.0,56.670370370370364,218.00000000000003,0.0,58.75555555555556,274.074074074074,0.0,62.54814814814816,236.93703703703707,0.0,32.12592592592593,290.97037037037035,0.0,42.84444444444444,170.83333333333337,0.0,14.929629629629629,259.8777777777778,0.0,22.7962962962963,288.762962962963,51.537037037037045,0.0
NP_001340896.1,120.6,851.4,0.0,119.0,755.9,0.0,58.5,431.1,0.0,116.1,830.7,0.0,82.1,590.4,0.0,103.7,725.4,0.0,72.7,528.8,0.0,82.8,578.1,0.0,50.5,380.9,0.0,85.55925925925925,0.0,539.0407407407406,126.19629629629627,0.0,624.5333333333334,85.55925925925925,0.0,500.47037037037046,117.82962962962962,0.0,658.9370370370372,94.43703703703703,0.0,555.1037037037038,107.39259259259259,0.0,567.2740740740741,80.42962962962964,0.0,492.20370370370364,103.62592592592593,0.0,552.0222222222222,120.92592592592594,672.6888888888892,0.0
NP_060283.3,818.6,0.0,2313.0,853.1,0.0,2126.5,490.5,0.0,1475.4,783.4,0.0,2444.0,781.5,0.0,2136.0,896.4,0.0,2190.0,570.2,0.0,2272.0,694.2,0.0,2129.6,542.9,0.0,2140.6,703.3888888888889,1822.2814814814813,0.0,826.4703703703702,1791.9740740740742,0.0,743.4518518518519,1815.9037037037037,0.0,709.1,2071.0962962962967,0.0,663.3222222222221,2280.3999999999996,0.0,834.6629629629628,1885.388888888889,0.0,789.1888888888889,2437.6629629629633,0.0,768.2148148148148,2140.785185185185,0.0,756.8259259259257,0.0,1915.7037037037032
NP_055886.1,0.0,26.2,89.5,0.0,22.6,84.0,0.0,22.6,57.2,0.0,25.2,90.7,0.0,21.9,70.8,0.0,34.9,67.7,0.0,26.8,80.1,0.0,25.8,60.3,0.0,22.7,49.1,0.0,89.91851851851851,8.703703703703702,0.0,99.23333333333332,6.896296296296297,0.0,80.42962962962964,6.896296296296297,0.0,106.90370370370371,7.940740740740741,0.0,107.39259259259259,9.722222222222221,0.0,89.37777777777777,10.107407407407406,0.0,84.94814814814815,9.348148148148148,0.0,90.72222222222224,9.722222222222221,0.0,7.3962962962962955,98.75555555555555
XP_024306633.1,0.0,671.2,362.3,0.0,741.5,336.3,0.0,378.1,324.1,0.0,745.7,350.3,0.0,640.0,421.2,0.0,822.4,389.6,0.0,465.3,373.0,0.0,574.8,317.5,0.0,282.7,349.5,0.0,425.9296296296295,466.29629629629625,0.0,336.20740740740735,614.4555555555554,0.0,391.6888888888888,548.4999999999999,0.0,344.9,584.9999999999999,0.0,418.47037037037035,474.2703703703704,0.0,381.3148148148149,636.751851851852,0.0,456.93333333333334,370.03333333333325,0.0,371.5555555555556,548.4999999999999,0.0,528.0148148148148,346.9962962962963
NP_005605.1,1444.1,139.6,0.0,1328.3,119.4,0.0,774.5,118.6,0.0,1370.5,128.4,0.0,1150.0,167.9,0.0,1096.9,142.9,0.0,1261.6,128.7,0.0,1240.7,111.9,0.0,840.0,101.3,0.0,1136.6407407407407,0.0,112.2777777777778,1285.7,0.0,74.2851851851852,1148.4407407407407,0.0,110.84444444444445,1283.6629629629626,0.0,81.62222222222223,1523.455555555555,0.0,104.82592592592594,1044.3777777777777,0.0,88.03333333333336,1265.4666666666667,0.0,100.28148148148149,1473.840740740741,0.0,81.62222222222223,1340.3777777777777,85.88888888888889,0.0
XP_005256393.1,686.8,0.0,358.2,573.2,0.0,320.1,308.3,0.0,276.7,605.2,0.0,366.2,488.0,0.0,355.6,637.3,0.0,392.9,437.5,0.0,287.0,484.9,0.0,309.9,307.0,0.0,230.6,436.17777777777775,369.1111111111112,0.0,543.5259259259259,323.9481481481481,0.0,465.2814814814814,336.8111111111112,0.0,553.3222222222223,361.5481481481482,0.0,502.80370370370366,326.2148148148148,0.0,595.5962962962963,383.62962962962956,0.0,457.6185185185185,307.037037037037,0.0,539.9666666666666,362.3777777777777,0.0,626.9666666666667,0.0,343.5481481481482
NP_057501.2,0.0,131.6,74.7,0.0,121.7,80.9,0.0,108.8,50.5,0.0,126.9,80.0,0.0,121.4,82.9,0.0,137.6,76.6,0.0,118.8,76.0,0.0,115.5,58.7,0.0,118.2,75.7,0.0,81.62222222222223,97.44444444444441,0.0,94.78518518518518,76.32962962962962,0.0,92.7259259259259,71.96666666666667,0.0,99.23333333333332,80.79629629629632,0.0,101.30370370370372,92.7259259259259,0.0,101.75555555555553,84.94814814814815,0.0,118.2851851851852,120.45555555555555,0.0,87.59629629629629,86.78888888888889,0.0,80.42962962962964,88.03333333333336
NP_001008697.1,0.0,307.4,1285.6,0.0,294.2,1220.0,0.0,178.2,788.1,0.0,326.5,1339.9,0.0,248.0,1224.9,0.0,332.2,1540.7,0.0,217.9,848.7,0.0,237.3,1014.7,0.0,140.0,676.4,0.0,975.3777777777776,191.8259259259259,0.0,1080.685185185185,218.58148148148146,0.0,1043.2740740740742,184.01111111111112,0.0,1152.4,234.85555555555558,0.0,888.5111111111112,194.3703703703704,0.0,1344.5629629629632,238.51111111111112,0.0,845.32962962963,152.9,0.0,1079.025925925926,206.55555555555554,0.0,214.58148148148143,1105.7
NP_001159864.1,998.2,847.2,484.3,1011.5,809.9,482.8,560.2,409.5,292.9,953.7,854.1,508.7,758.1,676.6,407.7,749.0,665.0,475.3,561.3,492.8,319.4,649.0,612.4,367.8,509.7,352.3,231.1,806.8259259259258,393.39629629629627,512.8703703703704,970.9962962962961,466.29629629629625,669.1925925925925,717.725925925926,378.0555555555556,581.8740740740742,884.0851851851852,485.5259259259259,684.7629629629629,652.1444444444444,367.3222222222222,505.488888888889,680.5592592592592,449.75555555555553,511.1518518518519,759.6148148148146,307.8185185185186,457.6185185185185,713.1518518518519,423.8296296296296,581.8740740740742,915.0259259259261,671.3925925925927,449.75555555555553
XP_005258776.1,0.0,1931.7,2378.4,0.0,1971.3,2506.6,0.0,1203.3,1408.8,0.0,1964.1,2408.2,0.0,1746.9,2212.7,0.0,2178.5,2712.9,0.0,1303.9,1615.2,0.0,1616.9,1863.1,0.0,1108.3,1264.0,0.0,1738.537037037037,1646.9000000000003,0.0,2140.785185185185,1667.2629629629632,0.0,1889.7518518518516,1592.9740740740735,0.0,2049.237037037037,1631.0407407407404,0.0,1626.2074074074073,1438.466666666667,0.0,2284.3703703703704,1758.4333333333334,0.0,1488.3999999999999,1526.0148148148141,0.0,1905.8333333333337,1653.0666666666666,0.0,1598.7555555555552,2002.7814814814815
